iter	Logloss
0	0.5472067612
1	0.4376507198
2	0.3584332219
3	0.300864388
4	0.2563000437
5	0.2268083861
6	0.203638778
7	0.1867166511
8	0.1729651901
9	0.1624288172
10	0.1552130677
11	0.1486373528
12	0.1426895107
13	0.138520098
14	0.1351848286
15	0.1326510937
16	0.1274552451
17	0.1232776877
18	0.1219161199
19	0.1201699874
20	0.118892474
21	0.1177807688
22	0.1165844741
23	0.1159484431
24	0.1145355183
25	0.1128213162
26	0.1112630089
27	0.110608151
28	0.1098106779
29	0.1090601239
30	0.1082146668
31	0.1076112806
32	0.1071689251
33	0.1068153272
34	0.106322724
35	0.1060007957
36	0.1058391311
37	0.1054384113
38	0.1050271575
39	0.1047721904
40	0.1042906824
41	0.1041632892
42	0.1040101135
43	0.103806837
44	0.1037041981
45	0.1036138009
46	0.1034533694
47	0.103305656
48	0.1028917716
49	0.1026577446
50	0.1024249718
51	0.1022175833
52	0.1017814696
53	0.1017051082
54	0.1015115101
55	0.1013842616
56	0.1013190294
57	0.1012211172
58	0.1010662145
59	0.1010033938
60	0.1008465237
61	0.1005637474
62	0.1002837872
63	0.1000695503
64	0.1000199957
65	0.09983738267
66	0.09977606898
67	0.09967156776
68	0.09956887562
69	0.09939189328
70	0.09926176269
71	0.09915802919
72	0.09902047022
73	0.09873706408
74	0.09866201333
75	0.0984579307
76	0.098348327
77	0.09821653746
78	0.09814566648
79	0.09810525102
80	0.09792502506
81	0.09784745811
82	0.09777484391
83	0.09773618152
84	0.09751122826
85	0.09747582882
86	0.09739743206
87	0.09731591354
88	0.0972558744
89	0.09718269469
90	0.09711030367
91	0.0970791555
92	0.09691860428
93	0.0968627721
94	0.09682495846
95	0.09678162206
96	0.09674012934
97	0.09670728826
98	0.09663111954
99	0.09658950902
100	0.09650898088
101	0.09647102361
102	0.09636916868
103	0.09626654588
104	0.09613215393
105	0.09603608552
106	0.09594928563
107	0.09592402179
108	0.09588001857
109	0.09584101301
110	0.09580451416
111	0.0957498158
112	0.09562213451
113	0.09554192779
114	0.09546221373
115	0.09536555103
116	0.09532136915
117	0.09528854452
118	0.09526035478
119	0.0952031659
120	0.09511031044
121	0.09508034896
122	0.09503024856
123	0.09498120394
124	0.09493967815
125	0.09489416178
126	0.09487026543
127	0.09480458917
128	0.09477485197
129	0.09470574005
130	0.09462209921
131	0.09459228792
132	0.09449784775
133	0.09439532531
134	0.09436423914
135	0.09427964501
136	0.09424681902
137	0.09420304525
138	0.09416570565
139	0.09412814379
140	0.0940856841
141	0.09403035797
142	0.09397102424
143	0.09392102579
144	0.09386553218
145	0.09380098329
146	0.09375570666
147	0.09369795754
148	0.09362814252
149	0.09358848118
150	0.09353701007
151	0.09348771388
152	0.09346943541
153	0.09345239604
154	0.09340902563
155	0.09337213234
156	0.09336063093
157	0.09334481045
158	0.09331170172
159	0.09330084984
160	0.09325364805
161	0.09324657061
162	0.09323257158
163	0.09320149356
164	0.09317201482
165	0.09312538396
166	0.09301576394
167	0.09296656323
168	0.09292812901
169	0.09284937938
170	0.09277512757
171	0.09271315004
172	0.09269942519
173	0.09268010662
174	0.09265105244
175	0.09261474155
176	0.09259339987
177	0.09255930888
178	0.09253676886
179	0.09251361305
180	0.09248400233
181	0.09246672136
182	0.09245939055
183	0.09244670052
184	0.09236982243
185	0.09234427435
186	0.09232015941
187	0.09231503494
188	0.09228160986
189	0.09227193102
190	0.09226463282
191	0.09224689965
192	0.09222766843
193	0.09221103779
194	0.09219469714
195	0.09218784444
196	0.09213095666
197	0.09211109211
198	0.0920969803
199	0.09208046048
